pair,type,burden
G16415.NCI-H1694,bfb,0
G16416.TE-5,bfb,0
G16417.SNG-M,bfb,0
G16418.NCI-H1437,bfb,0
G16419.KNS-62,bfb,0
G16420.MFE-296,bfb,0
G16421.NCI-H1666,bfb,0
G16422.NCI-H2286,bfb,0
G16423.NCI-H1339,bfb,0
G16424.DMS_79,bfb,0
G16425.HCT-15,bfb,0
G16426.NCI-H446,bfb,46
G16427.Hep_G2,bfb,0
G16428.NCI-H1092,bfb,0
G16429.NCI-H2227,bfb,0
G16430.NCI-H1436,bfb,0
G16431.NCI-H841,bfb,0
G16432.SK-LMS-1,bfb,0
G16433.MM1-S,bfb,0
G16434.SW579,bfb,0
G16435.22Rv1,bfb,0
G16436.U-2_OS,bfb,0
G16437.SK-MEL-30,bfb,0
G16438.5637,bfb,0
G16439.ONS-76,bfb,0
G16440.MKN74,bfb,0
G16441.DB,bfb,0
G16442.EFO-27,bfb,0
G16443.OVSAHO,bfb,0
G16444.G-401,bfb,0
G16445.HSC-3,bfb,0
G16446.A2780,bfb,0
G16447.MKN7,bfb,40
G16448.SNU-1,bfb,0
G16449.CHP-212,bfb,0
G16450.NUGC-3,bfb,0
G16451.HGC-27,bfb,30
G16452.MSTO-211H,bfb,0
G16453.A-375,bfb,0
G16454.RT-112,bfb,0
G16455.SCLC-21H,bfb,0
G16456.SH-10-TC,bfb,0
G16457.NUGC-4,bfb,0
G16458.GCIY,bfb,21
G16459.OPM-2,bfb,0
G16460.NCI-N87,bfb,9
G16461.SCC-4,bfb,0
G16462.KMS-11,bfb,0
G16463.NCI-H82,bfb,0
G16464.LOX_IMVI,bfb,0
G16465.G-361,bfb,0
G16466.FU97,bfb,0
G16467.AGS,bfb,0
G16468.OCUM-1,bfb,0
G16469.Hs_746T,bfb,0
G16470.Daoy,bfb,0
G16471.RKN,bfb,0
G16472.UACC-257,bfb,0
G16473.CAL_27,bfb,0
G16474.SK-OV-3,bfb,0
G16475.JHOS-2,bfb,0
G16476.IM95,bfb,0
G16477.RERF-GC-1B,bfb,3
G16478.KE-39,bfb,26
G16479.SCC-25,bfb,0
G16480.NCI-H2052,bfb,0
G16481.DU_145,bfb,0
G16482.FaDu,bfb,0
G16483.PC-3,bfb,0
G16484.SNU-16,bfb,26
G16485.T24,bfb,0
G16486.IGR-39,bfb,0
G16487.KATO_III,bfb,0
G16488.MKN-45,bfb,0
G32831.59M,bfb,0
G32831.769-P,bfb,0
G32831.8305C,bfb,7
G32831.A-204,bfb,0
G32831.A-704,bfb,0
G32831.A101D,bfb,0
G32831.A2058,bfb,0
G32831.A3_KAW,bfb,0
G32831.ABC-1,bfb,0
G32831.ACHN,bfb,0
G32831.AN3_CA,bfb,0
G32831.AU565,bfb,6
G32831.BT-20,bfb,0
G32831.BT-474,bfb,0
G32831.BT-483,bfb,7
G32831.CAL-120,bfb,12
G32831.CAL-51,bfb,0
G32831.CAL-54,bfb,0
G32831.CAL-85-1,bfb,0
G32831.CAMA-1,bfb,10
G32831.CAS-1,bfb,0
G32831.CCK-81,bfb,0
G32831.COLO_201,bfb,9
G32831.COLO_741,bfb,0
G32831.COLO_829,bfb,0
G32831.COR-L23,bfb,0
G32831.COV362,bfb,0
G32831.COV644,bfb,8
G32831.Calu-6,bfb,0
G32831.Caov-3,bfb,0
G32831.Capan-1,bfb,0
G32831.ChaGo-K-1,bfb,0
G32831.DU4475,bfb,0
G32831.Detroit_562,bfb,6
G32831.EBC-1,bfb,11
G32831.EFM-19,bfb,24
G32831.EFM-192A,bfb,0
G32831.EFO-21,bfb,0
G32831.EOL-1,bfb,0
G32831.ES-2,bfb,0
G32831.FU-OV-1,bfb,0
G32831.G-402,bfb,0
G32831.GAMG,bfb,0
G32831.GB-1,bfb,0
G32831.GI-1,bfb,0
G32831.GP2d,bfb,0
G32831.H4,bfb,0
G32831.HCC-1833,bfb,0
G32831.HCC-95,bfb,0
G32831.HCC1187,bfb,0
G32831.HCC1419,bfb,0
G32831.HCC1428,bfb,0
G32831.HCC1500,bfb,16
G32831.HCC1569,bfb,0
G32831.HCC1599,bfb,19
G32831.HCC1937,bfb,0
G32831.HCC1954,bfb,5
G32831.HCC202,bfb,22
G32831.HCC2157,bfb,0
G32831.HCC38,bfb,0
G32831.HCC70,bfb,0
G32831.HCC827,bfb,5
G32831.HDQ-P1,bfb,0
G32831.HEC-1-A,bfb,0
G32831.HEL_92.1.7,bfb,0
G32831.HPAC,bfb,0
G32831.HT-1376,bfb,0
G32831.HT-144,bfb,0
G32831.HT115,bfb,0
G32831.Hs_294T,bfb,0
G32831.Hs_944.T,bfb,0
G32831.HuTu_80,bfb,0
G32831.IGROV1,bfb,0
G32831.Ishikawa__Heraklio__02_ER-,bfb,0
G32831.JHH-1,bfb,0
G32831.JHH-7,bfb,18
G32831.JHUEM-1,bfb,0
G32831.KALS-1,bfb,0
G32831.KARPAS-299,bfb,0
G32831.KLE,bfb,11
G32831.KM12,bfb,0
G32831.KU-19-19,bfb,0
G32831.KYM-1,bfb,0
G32831.KYSE-520,bfb,0
G32831.KYSE-70,bfb,4
G32831.LAMA-84,bfb,0
G32831.LC-1F,bfb,0
G32831.LK-2,bfb,0
G32831.LN-18,bfb,0
G32831.LN-229,bfb,0
G32831.LS411N,bfb,0
G32831.LS513,bfb,0
G32831.LS_180,bfb,0
G32831.LU99,bfb,0
G32831.LoVo,bfb,0
G32831.MCF7,bfb,9
G32831.MDA-MB-134-VI,bfb,0
G32831.MDA-MB-157,bfb,0
G32831.MDA-MB-175-VII,bfb,0
G32831.MDA-MB-231,bfb,0
G32831.MDA-MB-361,bfb,0
G32831.MDA-MB-453,bfb,0
G32831.MFE-280,bfb,0
G32831.MFE-319,bfb,0
G32831.MIA_PaCa-2,bfb,0
G32831.MKN1,bfb,0
G32831.MONO-MAC-1,bfb,0
G32831.MV-4-11,bfb,0
G32831.NCI-H1355,bfb,0
G32831.NCI-H1435,bfb,0
G32831.NCI-H1693,bfb,0
G32831.NCI-H1703,bfb,0
G32831.NCI-H1792,bfb,12
G32831.NCI-H1793,bfb,0
G32831.NCI-H1869,bfb,0
G32831.NCI-H1975,bfb,0
G32831.NCI-H2030,bfb,0
G32831.NCI-H2228,bfb,0
G32831.NCI-H226,bfb,0
G32831.NCI-H23,bfb,0
G32831.NCI-H3255,bfb,0
G32831.NCI-H358,bfb,0
G32831.NCI-H460,bfb,0
G32831.NCI-H508,bfb,0
G32831.NCI-H520,bfb,2
G32831.NCI-H596,bfb,0
G32831.NCI-H838,bfb,0
G32831.NIH_OVCAR-3,bfb,23
G32831.OAW42,bfb,0
G32831.OE19,bfb,0
G32831.OS-RC-2,bfb,0
G32831.OV-90,bfb,5
G32831.OV56,bfb,0
G32831.OV7,bfb,0
G32831.OVCAR-4,bfb,0
G32831.OVCAR-8,bfb,0
G32831.OVK18,bfb,0
G32831.PA-TU-8988T,bfb,6
G32831.PANC-1,bfb,11
G32831.Panc_03.27,bfb,0
G32831.Panc_10.05,bfb,0
G32831.REC-1,bfb,0
G32831.RL95-2,bfb,0
G32831.RMG-I,bfb,0
G32831.RPMI-7951,bfb,0
G32831.RPMI_8226,bfb,0
G32831.RVH-421,bfb,0
G32831.SCaBER,bfb,1
G32831.SF-295,bfb,0
G32831.SK-CO-1,bfb,0
G32831.SK-LU-1,bfb,13
G32831.SK-MEL-2,bfb,0
G32831.SK-MEL-24,bfb,0
G32831.SK-MEL-5,bfb,0
G32831.SK-N-AS,bfb,0
G32831.SK-UT-1,bfb,0
G32831.SNU-119,bfb,0
G32831.SNU-182,bfb,0
G32831.SNU-407,bfb,0
G32831.SNU-449,bfb,2
G32831.SUIT-2,bfb,0
G32831.SW48,bfb,0
G32831.SW948,bfb,0
G32831.SW_1783,bfb,0
G32831.SW_1990,bfb,0
G32831.T-47D,bfb,0
G32831.T84,bfb,0
G32831.TE-1,bfb,0
G32831.THP-1,bfb,0
G32831.U-251_MG,bfb,0
G32831.UACC-812,bfb,0
G32831.UACC-893,bfb,0
G32831.VM-CUB1,bfb,0
G32831.WM-266-4,bfb,0
G32831.ZR-75-1,bfb,0
LU-14,bfb,5
LU-4,bfb,0
LU-42,bfb,0
LU-44,bfb,0
LU-51,bfb,0
LU-57,bfb,0
LU-6,bfb,0
LU-69,bfb,0
LU-78,bfb,0
LU-87,bfb,0
LU-89,bfb,0
LU-F13,bfb,0
LU-F16,bfb,0
LU-F2,bfb,0
LU-F29,bfb,0
LU-F31,bfb,0
LU-F37,bfb,0
LU-F6,bfb,0
LU-FF1,bfb,11
LU-FF104,bfb,0
LU-FF107,bfb,0
LU-FF115,bfb,0
LU-FF13,bfb,0
LU-FF20,bfb,0
LU-FF21,bfb,13
LU-FF23,bfb,0
LU-FF24,bfb,0
LU-FF3,bfb,0
LU-FF34,bfb,0
LU-FF37,bfb,0
LU-FF4,bfb,0
LU-FF43,bfb,0
LU-FF53,bfb,0
LU-FF55,bfb,0
LU-FF56,bfb,7
LU-FF57,bfb,0
LU-FF58,bfb,0
LU-FF62,bfb,0
LU-FF67,bfb,0
LU-FF71,bfb,0
LU-FF76,bfb,0
LU-FF77,bfb,0
LU-FF78,bfb,0
LU-FF79,bfb,6
LU-FF85,bfb,0
LU-FF86,bfb,0
LU-SC126,bfb,0
LU-SC81,bfb,0
LU-SC97,bfb,0
MELA_0001,bfb,0
MELA_0002,bfb,0
MELA_0003,bfb,0
MELA_0004,bfb,0
MELA_0005,bfb,0
MELA_0006,bfb,0
MELA_0007,bfb,0
MELA_0008,bfb,0
MELA_0009,bfb,0
MELA_0010,bfb,0
MELA_0011,bfb,0
MELA_0012,bfb,0
MELA_0013,bfb,0
MELA_0014,bfb,0
MELA_0015,bfb,0
MELA_0016,bfb,0
MELA_0017,bfb,0
MELA_0018,bfb,0
MELA_0019,bfb,0
MELA_0020,bfb,0
MELA_0021,bfb,0
MELA_0022,bfb,0
MELA_0023,bfb,0
MELA_0024,bfb,0
MELA_0025,bfb,0
MELA_0026,bfb,0
MELA_0027,bfb,0
MELA_0028,bfb,0
MELA_0029,bfb,0
MELA_0030,bfb,0
MELA_0031,bfb,0
MELA_0032,bfb,0
MELA_0034,bfb,0
MELA_0035,bfb,0
MELA_0037,bfb,0
MELA_0039,bfb,0
MELA_0040,bfb,0
MELA_0041,bfb,0
MELA_0043,bfb,0
MELA_0044,bfb,0
MELA_0046,bfb,0
MELA_0047,bfb,0
MELA_0048,bfb,0
MELA_0049,bfb,0
MELA_0050,bfb,0
MELA_0051,bfb,0
MELA_0052,bfb,0
MELA_0053,bfb,0
MELA_0054,bfb,0
MELA_0055,bfb,0
MELA_0056,bfb,0
MELA_0057,bfb,0
MELA_0058,bfb,0
MELA_0059,bfb,0
MELA_0060,bfb,0
MELA_0061,bfb,0
MELA_0063,bfb,0
MELA_0064,bfb,0
MELA_0065,bfb,0
MELA_0066,bfb,0
MELA_0067,bfb,0
MELA_0068,bfb,0
MELA_0069,bfb,0
MELA_0070,bfb,0
MELA_0071,bfb,0
MELA_0072,bfb,0
MELA_0075,bfb,0
MELA_0076,bfb,0
MELA_0078,bfb,0
MELA_0079,bfb,0
MELA_0080,bfb,0
MELA_0081,bfb,0
MELA_0082,bfb,0
MELA_0083,bfb,0
MELA_0098,bfb,0
MELA_0102,bfb,0
MELA_0103,bfb,0
MELA_0104,bfb,0
MELA_0105,bfb,0
MELA_0107,bfb,0
MELA_0108,bfb,0
MELA_0110,bfb,0
MELA_0114,bfb,0
MELA_0116,bfb,0
MELA_0118,bfb,0
MELA_0119,bfb,0
MELA_0121,bfb,0
MELA_0122,bfb,0
MELA_0135,bfb,57
MELA_0160,bfb,0
MELA_0161,bfb,0
MELA_0163,bfb,0
MELA_0164,bfb,0
MELA_0165,bfb,0
MELA_0166,bfb,0
MELA_0167,bfb,0
MELA_0168,bfb,0
MELA_0169,bfb,0
MELA_0170,bfb,0
MELA_0171,bfb,0
MELA_0172,bfb,0
MELA_0173,bfb,0
MELA_0174,bfb,0
MELA_0175,bfb,0
MELA_0176,bfb,0
MELA_0177,bfb,0
MELA_0178,bfb,0
MELA_0179,bfb,0
MELA_0180,bfb,0
MELA_0181,bfb,0
MELA_0182,bfb,0
MELA_0183,bfb,5
MELA_0184,bfb,0
MELA_0185,bfb,0
MELA_0186,bfb,0
MELA_0187,bfb,0
MELA_0188,bfb,0
MELA_0189,bfb,0
MELA_0190,bfb,0
MELA_0192,bfb,0
MELA_0193,bfb,0
MELA_0195,bfb,0
MELA_0196,bfb,0
MELA_0197,bfb,0
MELA_0199,bfb,0
MELA_0200,bfb,0
MELA_0201,bfb,0
MELA_0202,bfb,9
MELA_0203,bfb,0
MELA_0204,bfb,0
MELA_0205,bfb,0
MELA_0206,bfb,0
MELA_0207,bfb,0
MELA_0208,bfb,0
MELA_0209,bfb,0
MELA_0210,bfb,0
MELA_0211,bfb,0
MELA_0212,bfb,0
MELA_0213,bfb,0
MELA_0214,bfb,0
MELA_0215,bfb,0
MELA_0216,bfb,0
MELA_0217,bfb,0
MELA_0218,bfb,0
MELA_0220,bfb,0
MELA_0221,bfb,0
MELA_0222,bfb,0
MELA_0223,bfb,17
MELA_0225,bfb,0
MELA_0226,bfb,0
MELA_0227,bfb,0
MELA_0228,bfb,0
MELA_0229,bfb,0
MELA_0230,bfb,98
MELA_0231,bfb,0
MELA_0232,bfb,0
MELA_0234,bfb,0
MELA_0236,bfb,0
MELA_0237,bfb,0
MELA_0238,bfb,0
MELA_0239,bfb,0
MELA_0240,bfb,0
MELA_0241,bfb,0
MELA_0242,bfb,0
MELA_0243,bfb,0
MELA_0244,bfb,0
MELA_0245,bfb,0
MELA_0247,bfb,0
MELA_0248,bfb,0
MELA_0249,bfb,0
MELA_0250,bfb,0
MELA_0251,bfb,0
MELA_0253,bfb,0
MELA_0254,bfb,0
MELA_0255,bfb,0
MELA_0256,bfb,0
MELA_0257,bfb,0
MELA_0258,bfb,0
MELA_0259,bfb,0
MELA_0261,bfb,0
MELA_0262,bfb,0
MELA_0263,bfb,0
MELA_0264,bfb,0
P01-28,bfb,0
P03-1426,bfb,0
P03-2345,bfb,0
P04-1084,bfb,0
P05-1657,bfb,0
P05-2709,bfb,0
P05-3852,bfb,0
P05-620,bfb,0
P07-144,bfb,0
P07-4941,bfb,0
P07-5021,bfb,0
P07-5037,bfb,0
P07-5318,bfb,0
P07-837,bfb,4
P08-1042,bfb,0
P08-1541,bfb,0
P08-217,bfb,0
P08-492,bfb,0
P08-501,bfb,0
P08-5852,bfb,0
P08-688,bfb,0
P08-716,bfb,0
P09-1042,bfb,0
P09-37,bfb,0
P09-396,bfb,0
P09-628,bfb,0
P09-730,bfb,0
PM1002-Z1-1,bfb,0
PM1087-Z1,bfb,0
PM1099-Z12,bfb,0
PM1111-Z1,bfb,0
PM1144-Z1,bfb,0
PM1145-X1,bfb,0
PM1157-Z1,bfb,24
PM1169-Z4-1-p2,bfb,0
PM1177-Z1-1,bfb,0
PM12-Z10-1,bfb,0
PM1230-Z1,bfb,0
PM1234-Z1,bfb,0
PM1281-Z3-1,bfb,0
PM1282-X1-1,bfb,0
PM1284-Z1,bfb,0
PM1301-Z1,bfb,0
PM1341-Z2,bfb,0
PM1388-Brain,bfb,0
PM1390-Z12,bfb,0
PM1411-X1-1,bfb,0
PM1462-Z1,bfb,0
PM1473-Z1,bfb,0
PM1542-Z1-1,bfb,0
PM1563-Z1-1,bfb,0
PM1570-Z1-1,bfb,0
PM159-Z1-1,bfb,0
PM159-Z13-1,bfb,0
PM159-Z6-1,bfb,0
PM159-Z7-1,bfb,0
PM201-Z1-1,bfb,0
PM3-Z1-2,bfb,0
PM316-Z1,bfb,0
PM316-Z17,bfb,0
PM316-Z18,bfb,0
PM316-Z19,bfb,0
PM316-Z22,bfb,0
PM316-Z27,bfb,0
PM316-Z8,bfb,0
PM322-Z5-1,bfb,0
PM389-X1,bfb,0
PM576-Z1-1,bfb,28
PM63-Z10-1,bfb,0
PM63-Z3-1,bfb,0
PM63-Z6-1,bfb,0
PM631-Z1,bfb,0
PM650-Z1,bfb,0
PM677-Z12-1,bfb,0
PM677-Z16-1,bfb,0
PM677-Z7-1,bfb,0
PM677-Z9-1,bfb,0
PM692-Z3-1,bfb,0
PM717-Z1,bfb,0
PM73-X1-1,bfb,0
PM735-Z7-1,bfb,0
PM744-Z1,bfb,0
PM748-Z26-1,bfb,0
PM750-Z15,bfb,0
PM750-Z8-1,bfb,0
PM753-Z2-1,bfb,0
PM773-X1,bfb,0
PM80-Z1-C1,bfb,0
PM813-Z2,bfb,0
PM815-Z3-1,bfb,0
PM846-Z2-1,bfb,0
PM861-Z5-1,bfb,5
PM866-Z2,bfb,0
PM877-Z2-1,bfb,0
PM883-Z2-1,bfb,0
PM884-Z13-1,bfb,0
PM89-ZLN1,bfb,0
PM897-Z2-1,bfb,0
PM90-Z1-1,bfb,0
PM90-Z19-1,bfb,0
PM90-Z25-1,bfb,0
PM902-Z1-1,bfb,0
PM919-Z2-1,bfb,0
PM922-Z2,bfb,73
PM935-Z1-1,bfb,0
PM948-Z4-1,bfb,0
PM992-X1-1,bfb,0
PR-02-1431,bfb,0
PR-03-3125,bfb,0
PR-03-728,bfb,0
PR-04-1243,bfb,0
PR-0410,bfb,0
PR-05-3595,bfb,0
PR-06-1749,bfb,0
PR-06-3199,bfb,0
PR-07-3258,bfb,0
PR-07-360,bfb,0
PR-07-4610,bfb,0
PR-07-4814,bfb,9
PR-08-2153,bfb,0
PR-08-2455,bfb,0
PR-08-4154,bfb,0
PR-08-556,bfb,0
PR-08-784,bfb,0
PR-09-146,bfb,0
PR-09-3983,bfb,0
PR-09-601,bfb,0
PR-2621,bfb,0
PR-2741,bfb,0
PR-3042,bfb,0
PR-4240,bfb,0
PR-7520,bfb,0
PR-STID0000000415,bfb,0
PR-STID0000002872,bfb,0
PR-STID0000003127,bfb,0
a25ba6991cdc90fb66cef9fa154d52f67ffce6d271a18c9fa33cb82ebac6d964,bfb,0
a291ec924b460d7dacd1deae82a5e9247c3770de28cd2f202014f24edd27fdbc,bfb,0
a293752317dee4bd4904cb5d2a081581e8472f6445709fb2c0f45ee85217990d,bfb,52
a307c661f084fb97799f6a166600734b68b727006909a0b10ce525f1b6415aa8,bfb,0
a3b92e88191e182682ecd6b5e9bd293f729df82ddae31832b68b6e431e92d5a9,bfb,11
a3cb977c05d7d352217dc61aab127ad808f3ceeba73e0f29d66a6413e1dd9ca7,bfb,0
a46434e58a34e0e99f630629c94f09d33e002444d02c39269165de26d985718d,bfb,7
a504c27a1fd7af3a53e0b5108cc052cab5ff8d1a353800e85ea8eec766707bde,bfb,39
a548137dbe60bc2b84a8a704085d87362687f3e1aec35c978535a00e3fbffa1c,bfb,3
a575fa3a084b236bdcc6c02c119e643d4bdd9cb84bcac4716fca07bc2b74fcf1,bfb,30
a5cf51cebbb267ad48366801701eb3a8ec788f9ecff83b6635df09eff4c4a13d,bfb,0
a624a0c1c1913bae5bbae8811ee75a6c5150308de7321ab7ac13247677335bfa,bfb,0
a672f9244a6fe9ee7e992f3b412d19aa481bd6b67586846bff56e20e5e2396b3,bfb,0
a6d223164cca3826d327c57ac731da9f25584747d5f07781052aff2443d4ab2e,bfb,0
a7376de8be895a08d2abb22b1e3ee2483fb47abc534d7c6a066b06b2f0d4459a,bfb,47
a753fb90260943b0a5a428599b41a14fa4afdfafd38a6284f0b02db1b5c204d6,bfb,4
a753fb90260943b0a5a428599b41a14fa4afdfafd38a6284f0b02db1b5c204d6.2,bfb,6
a75a28c079f8d2907b6d787d42321aa9181af4a2ea11661ddeb2c64880fb1f21,bfb,0
a7e6decafefc73c92fe85040820d83bd4b1c326689b6e9452a160d25bc980a98,bfb,18
a8abb113e589e360a9aaa31db4883f56206e49bc70b6d3577eb4736ba40018d7,bfb,0
a968458c4aa5fb6e51d777b44f5fd8f0c563732d2c2a7ec5dc93cd5f8695407a,bfb,14
aa65a09b407bbeb0954d4632fd062dd8487c6fd8cdcfbc6ee25213fbe40f184c,bfb,0
aacbb2aa070b806093aadacc0466a763cee154f567646cc2ba433b7f6869c248,bfb,0
ab989ee5292af30a60ec0513ddc11cf15438035981075b0857e0d057d010c1fb,bfb,0
ababdefc84d79651cc5cbee04223ebff2d3479f79542ab018ed7dd62c21fbb06,bfb,52
abe0a2a743467f12a0a73ea6ef97fb1e22252f323b8400b41fa90d4526b58d12,bfb,0
acf69aa660142cf43def706fbb84f6b9214ffaa15e9a8b5dc86e42d1b80b182d,bfb,9
ad911862aca0a6b42d094875b3135f5a8e850ce1a11394dca9913cda419fe972,bfb,71
adef0e9ec80a088f6b632bc006df596c95352367ba861b37ee8a875cc8f6102c,bfb,0
af2e66fc3118bd5100b0d503caedda230b2b515a097537f873cd0190a115d44f,bfb,25
b095be882857633de948faf0619072298aa64461fd058af02352f8961c273320,bfb,0
b095be882857633de948faf0619072298aa64461fd058af02352f8961c273320.2,bfb,0
b0d1263eaf6c8f36ab1f54a617bbc331c85ff04bf58ad52e2a76eab31cf9dea3,bfb,0
b1e3464f5718a6c674ee1a8da4a92ab7cc4f892e1b2e7a25cc7401f5c734124e,bfb,0
b26feac50fdbedc8eafcc6a61ae136ce3d2c1ec0a371f095e192f21588ebfa3d,bfb,0
b2f3a00c65761babe08a8a09c89691ee12894d2a0291d029cc4786fcf0dd6ed4,bfb,0
b31dbb31ade8cd2712f4def82dfc69fe473e66bd114485878466cd88714675a1,bfb,0
b36a54f3952a12ee5c34f2e8ab1b5ae41c4f5a1eb843081b71a2f89529cc607c,bfb,19
b5217a2605627aca89ea9e9cf416cb25699e1a2a080d332592db3b272750fb9e,bfb,0
b5ac3e4486fc321cc8b938f32cb5dadc810e4091b7e1bf0c8cf67fe3d1ad79d6,bfb,0
b79580c5b084a20cd9d522fa745b78bc86c0c0b1172e150112e05f1cc4c8304d,bfb,2
b83276e275db581581238ffb61e2680ef11a9bb54ad19bc8f70fbee175d10b5d,bfb,3
b87e55cef8e89a6b9e01ccc33a5442d214d9b387fb5167242ee5870765f1e40b,bfb,12
b8b2821ff551cc8cbf1e4a991c8b194f55891abaf407569629bcb3acb131c19a,bfb,18
b8b7637a8d22837847d02df6a4587bd93fcd2c9ed21ef04893336f3c7dd6ddba,bfb,7
b8bfd29057a30c787f3ce32ad6fd64aeb349043a52c25d917cb28644bc0a48a0,bfb,0
b9c930ab63b7407c3fa8c53f8552e1a66ab9f970dfc436e2e51bd05414618648,bfb,0
b9ea87e34b63b2829a4325cb9a3b6735aaf98ad39f4281a228b69dcdef430130,bfb,0
ba008d8420c4c99b5649df06ad0963679f745af843694ab2177999e77007f274,bfb,49
bb045204c5ffa7051c634c2e95e79c1cd747e7ef90f17f0028c79e8e43d17a9b,bfb,17
bb12d9bb26703270e2fcfbff31177ae565874daf2528647fedd249b6c2935cf2,bfb,0
bc79d401dc11ae3b9fb974a8e63e8bf333b96c1440945786d137f03674496f08,bfb,18
bd0b25935bc8755ba84befd0ed0ccea133d82b094e0ffa3d4955e5b185c4e09f,bfb,4
bd8b41d77f905bd068f01e8ac5dc0b7ef04d8ac2215d4154c0738348b8918278,bfb,18
be676cca94bc8602cb0eef47fafa62ae3665d31d7eae696604c0b2d1c11a4cbd,bfb,0
be968792772699a12e22c87670fa3f80e7c142271bdd98b62f4fb62f8fd4595c,bfb,93
c3665bc6f6a1cdf8269db11e730221a95e50887912aaa0111c80ad13afa58eed,bfb,5
c38c7f036a705ba76a61d74c12e731be96998f55f2d811acaf0be815077ada0a,bfb,27
c4576ef6950092fd647b7e0ccdf5e46cbfa3da5648f93f5e8c40f76bbf59fad3,bfb,14
c4577b94393c6a47c5033065ba9a879329432ceb9cb8b6ee590c9023e0c9efb5,bfb,30
c5470714db694a4a422ae88accca649e5a1c1101caedd86d2585edb7a1ab4d71,bfb,14
c60ea332ac60a35404032dad8cda635f834429b2040098e2cb247d2f54b6b4e9,bfb,6
c663059a37d1a1a67f9db09184aba83ae618af0e1717aaa1650eb81abaa83e10,bfb,0
c6872050642efc50838c33494a3f26c7a912efcda4b2d355306aab91b8a77db4,bfb,5
c72589bc8e2b3e3e7373fbf0b5adb4c67dfb65afa28950d68bc08e94b4e5f6e6,bfb,0
c7bfd214f91659c29c94ced600fe7a2ec9409351d81f69446f129280522b09dd,bfb,7
c8520defc94e82f4984f47e47d452a9d06d0643704636037feb2782a757df487,bfb,0
c92b6c3dc5d7ab373cca89e4261a451f1a5d86b4d5bc05d7136fabb995f4d353,bfb,0
c9db481edc32ce76746d2f099953d6010d3bd2d53c4ede5b89c5339ce551798c,bfb,0
ca5d2c19174791eda451f1994223b4c5b78a668e5b135230f5149eb7d65a97d3,bfb,24
ca7711a3704bf6c3c53c8da9151d70fb1b412e52dab8a03e3380611d9669e750,bfb,35
cb5a5cc0336981375208f731fe0f52f391d51f6bc6742746b19ddfd58e6f83e4,bfb,121
cb69d1fba616ddc3cedf635f4a60d4e5a10e7206e091253e753900a02eac908e,bfb,0
cb938cf52fa2b27bdf2d234f30a67f7e766ec1731bae4fe380170a6ce5dd61fa,bfb,20
cbb3fe1356e892fcf4ab170f32437b31912d670782c764965203603bc9205337,bfb,0
cd056b00c8eea9e5c9bcae0bdf268f74dcd3ff4ab85c71752c76792e7937234b,bfb,0
cd65d105ecaafbe94b32932c5444b28fa23317020bdd82012babdca9266577fd,bfb,9
cd65d105ecaafbe94b32932c5444b28fa23317020bdd82012babdca9266577fd.2,bfb,40
cda8761bee34e8f7563e187e3ef25f09026b7f16a1d27aa6e920db7f2b79bc1c,bfb,0
cdbcf2fc8ac3cd58a70dadea86a7d583d51754be9a38177c868368d3b1481976,bfb,0
ce9a526645ba13e896ad4b1064491b79b8a5d091768299fbe2eae74f4c5b7c24,bfb,0
d06edce9bcfc01daaf65ac43244b76ff54a7a6b548ae7dc38c4bfcc0c04dcdcd,bfb,0
d0f07dbe50b17d281d72e7f09b962f4e75e676ff37d2497a1f6c721b17148d66,bfb,0
d1d692f974e6dbbf5cc7610bed5e488d3d142979c7f3b01e199b273d70bd7fb8,bfb,0
d20a89efc7cea30166cb218ed5c1648db76ed824426a7b58ba50cbbe39191475,bfb,4
d24acdce61e6c3eacd25728dfceea573cb8ebbb4a0f81179e38b9d91783b064f,bfb,8
d2588a7edd6efd35550bc49ebb03aae4445eec879c3a29a0c15e5a73654f2d04,bfb,31
d2588a7edd6efd35550bc49ebb03aae4445eec879c3a29a0c15e5a73654f2d04.2,bfb,29
d2736f3a3d17df5d3dd2fcb76ecd3043e35464dd05b5b86e3722d86578c68eef,bfb,65
d297f88c680bb3e403b8cbc5f0fa85bbff0b31f1a2c12ded70e1a95e58580ed9,bfb,0
d2f9a56f010f5bc0e3d65890a416e91d6ce69b2bcb1c0f76de9345dd835fe6bb,bfb,5
d3012eb5c1795f63ef44bf0f03e6c91a8bc5bf93bdfa44288e02764c8dfcabb3,bfb,26
d36f854150d37a7ff0382047dcbe684c3c6247e07dd28de26c34f4e046ac2db5,bfb,15
d40d194d9493bd72f8125a6aa6e6cdeca41845e8ab0fc204301d01c3f9559bbd,bfb,0
d4c95d7413e88f9739a2fb25dfdddb938f57520c6d76a454a6c3d037ea9ff977,bfb,0
d79836f11b8c4e35b1d6ea1b73432c12faf524365b705494a0b69a6a96e81dca,bfb,0
d91afc2f2ce5e663c474bccf20ea8abd1fdcf1a1d735d8422712b36ea154040e,bfb,0
d9ae1705ce0b4462ff82a46be3d5304819ffddc3715bbb6afd6e6181b8519846,bfb,0
d9b28bce2ac1e8c6a6ea51c8363ea95bf522dea7876935acb451648cfe407994,bfb,55
da18c31db546064e13e52c2588336eeb857884ce6c49971652647270c1791c08,bfb,11
da39706c902081bc4de43f099bf43e63bd8e796caf962e6614b138ce648015ac,bfb,0
