pair,Signature.1,Signature.2,Signature.3,Signature.4,Signature.5,Signature.6,Signature.8,Signature.9,Signature.11,Signature.12,Signature.13,Signature.14,Signature.16,Signature.18,Signature.19,Signature.20,Signature.21,Signature.22,Signature.23,Signature.24,Signature.25,Signature.27,Signature.28,Signature.30
4076,0,2883,283,42553,0,0,4396,0,0,0,2365,0,8418,0,0,0,0,0,0,0,0,647,0,0
4077,574,8050,0,270,3369,0,1412,0,0,0,9240,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,1898,1486,0,0,2258,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0
4737,1449,424,402,0,1015,0,0,56,0,0,228,0,0,496,0,0,0,0,0,0,0,0,0,0
4741,1709,1974,0,0,3080,0,3070,0,139,0,874,0,323,237,0,0,0,0,0,0,0,0,0,0
5149,1241,1205,3611,0,0,0,0,0,966,0,2166,0,6083,231,0,0,0,0,0,0,0,0,0,0
5153,451,201,0,0,2251,0,33,0,0,0,193,0,0,83,0,0,0,0,0,0,0,0,0,0
5249,1507,323,0,0,142,0,0,0,0,160,36,0,0,187,0,0,0,0,0,0,0,0,0,0
5250,802,467,0,0,1576,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0
5365,485,896,13,0,3864,0,236,85,0,0,630,0,0,528,0,0,0,0,0,0,0,0,0,0
5374,977,6195,0,0,0,0,4011,36,0,0,4664,0,0,0,0,0,0,0,0,0,0,0,0,698
5431,893,1298,10,0,6115,0,377,0,0,0,805,0,0,312,0,0,0,0,0,0,0,0,0,0
5432,0,2385,0,29844,9259,0,1945,0,0,0,1616,0,2526,0,0,0,0,0,0,0,0,1163,0,0
5442,5748,11859,0,0,0,0,0,129,0,0,5370,187,0,971,0,0,0,0,0,0,0,0,265,0
5443,2534,647,296,0,0,0,356,0,0,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0
5556,892,775,0,0,3640,0,5162,238,0,0,557,0,1505,0,0,0,0,0,0,0,0,0,0,0
5625,872,3877,0,0,0,0,4481,54,506,0,4235,0,5106,0,0,0,0,0,0,0,0,0,0,0
5629,0,4832,1512,36187,0,0,3439,0,0,0,3052,0,8428,0,0,0,0,0,0,0,0,1242,0,0
5973,2316,555,33,0,1697,0,0,94,385,0,404,0,0,1708,0,0,0,0,0,0,0,0,0,0
6011,0,16531,0,0,11767,0,165,0,0,0,17124,0,0,0,0,0,0,0,0,0,0,0,0,0
6225,1228,1062,359,0,6802,0,4431,198,0,0,1186,0,0,356,0,0,0,0,0,0,0,0,0,0
6228,942,224,0,0,3012,0,4023,181,1013,0,608,0,1258,0,0,0,0,0,0,0,0,0,0,0
6433,1209,385,0,394,0,0,2113,117,480,0,201,0,0,0,244,0,0,0,0,0,0,61,0,0
6467,1150,398,2,0,1378,0,0,0,0,0,148,0,0,82,0,0,0,0,0,0,0,0,0,0
6470,962,383,2,0,604,0,115,0,0,0,135,0,0,575,0,0,0,0,0,0,0,0,43,0
6472,709,14767,0,112,5371,0,0,0,0,0,19123,0,0,0,0,0,0,0,0,0,0,0,0,0
6480,778,2777,187,0,0,0,303,257,0,0,1555,0,0,0,0,0,0,0,0,0,0,0,0,130
6482,1145,587,4,43,943,0,0,0,0,0,368,0,0,555,0,0,0,0,0,0,0,0,0,0
6487,2923,2985,0,0,1044,0,0,0,0,1649,1653,0,0,231,0,326,760,0,0,0,0,0,0,0
6491,1201,458,0,0,0,0,672,0,921,0,830,0,9596,20,0,0,0,0,0,0,0,0,0,0
6869,0,3589,422,58526,0,0,5047,0,0,0,3233,0,9745,0,0,0,0,0,0,0,0,2092,0,0
6872,1212,2623,1487,0,0,0,4165,0,583,0,3522,0,7068,383,0,0,0,0,0,0,0,0,0,0
6873,1474,656,1,0,1491,0,0,0,0,0,444,0,0,608,0,0,0,0,0,0,0,0,21,0
6956,0,3192,1547,0,6338,0,11592,925,259,0,3273,0,0,0,0,0,0,0,0,0,0,0,0,0
6961,546,19213,0,0,5230,0,0,0,0,0,17552,0,0,0,0,0,0,0,0,0,0,0,0,0
6989,431,2666,409,0,0,0,39,0,303,0,1435,0,4972,0,0,0,0,0,0,0,0,0,0,0
6994,1213,2328,6533,0,0,0,0,244,263,0,3205,0,0,1155,0,0,0,0,0,0,0,0,0,0
7086,741,4349,2892,0,0,0,4416,0,3810,0,4521,0,5232,2884,0,0,0,0,0,0,0,0,0,0
7090,1413,731,700,0,0,32,56,99,0,0,801,0,115,600,83,0,0,0,0,0,0,0,80,0
7100,659,198,3,0,1170,0,0,0,221,0,87,0,0,604,0,0,0,0,0,0,0,0,0,0
7180,746,423,0,0,2967,0,570,0,171,0,235,0,0,1591,0,0,0,0,0,0,0,0,0,0
7255,1489,823,574,613,1127,0,2813,105,0,78,765,0,0,0,0,0,0,0,907,0,0,0,264,0
7382,1671,1065,3,0,892,0,0,217,0,0,682,0,0,955,0,0,0,0,0,0,0,0,0,0
7385,462,1376,0,0,0,0,1085,0,75,283,458,0,0,0,0,0,0,0,0,0,0,0,0,0
7391,87,35,0,0,203,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
7404,1728,4900,0,0,0,0,848,0,0,97,3392,0,0,0,0,0,0,0,0,0,0,0,0,1
7416,1272,752,170,0,5299,0,542,175,0,0,678,135,0,688,0,0,0,0,0,0,0,0,63,0
7432,683,1400,0,731,10733,0,8009,0,0,0,1270,0,1492,0,0,0,0,0,0,0,711,0,0,0
7753,548,291,0,1457,1081,0,1774,0,0,0,753,0,5493,784,0,0,0,0,0,0,0,0,0,0
A4IH,512,810,8,0,2594,0,25,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-0006,0,6,0,18,0,0,0,0,86,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0
CA-0067,2545,1821,1907,0,0,0,0,0,113,0,1063,0,94,1565,0,0,0,0,0,0,0,0,0,0
CA-0097,184,0,76,0,1153,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0
CA-0098,428,1227,1796,5852,0,0,1633,154,0,0,1099,0,1676,0,0,276,0,0,0,0,0,238,0,0
CA-0126,494,21,46,0,163,0,0,0,0,0,0,17,0,114,0,0,0,0,0,0,0,0,0,0
